temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),weather_code (wmo code),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),precipitation_hours (h),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),wind_gusts_10m_mean (km/h),wind_gusts_10m_min (km/h),sin_day,had_precipitation
29.3,0.0,16.7,0,339,29.12,0,0,16.3,52,24.1,9.4,0.062318379354325076,0
28.8,0.0,22.0,3,323,28.53,0,7,18.4,59,27.7,9.0,0.04514101777397193,0
28.3,0.0,20.7,0,334,29.01,0,1,16.5,55,25.6,9.4,0.02795029824021032,0
28.1,0.0,17.3,1,1,28.49,0,7,16.3,55,20.9,11.2,0.01075130776352193,0
29.9,0.0,19.2,2,29,28.66,0,7,17.1,53,28.6,17.3,-0.00645086419810515,0
29.5,0.0,20.5,0,359,29.06,0,0,16.2,51,27.2,11.5,-0.023651127245231586,0
28.7,0.0,19.1,3,348,27.36,0,18,17.4,57,24.0,9.0,-0.04084439154329611,0
28.8,0.0,18.5,1,0,28.71,0,3,15.0,50,26.1,12.2,-0.05802556932878035,0
28.5,0.0,21.6,0,3,29.05,0,0,14.2,46,25.4,8.3,-0.07518957641475855,0
28.8,0.0,20.5,0,3,29.1,0,0,15.2,50,26.3,10.4,-0.09233133369539122,0
28.9,0.0,17.9,0,336,29.28,0,0,14.7,49,23.3,9.7,-0.10944576864891556,0
28.7,0.0,19.5,1,306,28.62,0,4,16.9,55,26.3,9.0,-0.12652781683868314,0
29.2,0.0,18.8,2,287,27.45,0,11,18.2,55,26.8,10.8,-0.1435724234118113,0
29.3,0.0,17.7,2,296,27.54,0,12,18.5,57,21.9,9.0,-0.16057454459499376,0
29.8,0.0,17.1,0,359,28.43,0,2,17.2,53,23.9,10.4,-0.17752914918703497,0
30.3,0.0,14.9,2,358,28.59,0,4,16.8,51,21.6,10.8,-0.19443122004766195,0
31.0,0.0,15.4,0,7,28.49,0,1,16.2,47,22.7,13.0,-0.2112757555821793,0
31.6,0.0,15.6,0,14,28.82,0,0,14.7,40,20.4,8.6,-0.2280577712215198,0
32.2,0.0,17.7,0,8,28.88,0,0,12.8,36,22.1,11.9,-0.24477230089725957,0
31.5,0.0,17.0,1,347,28.48,0,2,17.4,50,22.2,8.3,-0.2614143985111562,0
31.2,0.0,15.2,2,344,28.62,0,9,17.3,52,19.9,11.2,-0.2779791393987801,0
32.0,0.0,16.0,0,1,28.24,0,0,18.1,50,19.3,7.6,-0.2944616217868012,0
32.1,0.0,22.5,0,352,28.06,0,1,17.7,47,24.1,10.8,-0.3108569682435036,0
30.1,0.0,18.9,1,328,28.12,0,5,17.9,55,24.4,11.2,-0.3271603271220951,0
28.6,0.0,15.1,1,324,28.7,0,2,15.9,53,22.5,7.9,-0.34336687399638804,0
29.4,0.0,14.8,0,311,27.85,0,0,17.9,55,22.1,6.1,-0.3594718130884232,0
30.4,0.0,18.4,2,354,27.09,0,9,19.7,57,22.2,9.0,-0.3754703786876202,0
29.5,0.0,18.8,2,1,28.31,0,6,17.7,56,26.7,14.4,-0.3913578365610259,0
30.1,0.0,21.5,1,357,27.74,0,7,19.0,57,28.4,12.2,-0.4071294853542516,0
30.0,0.0,19.4,3,347,27.46,0,10,19.8,59,27.8,13.0,-0.4227806579826773,0
29.4,0.0,17.6,3,332,27.01,0,13,18.7,58,24.0,13.3,-0.4383067230125192,0
28.7,0.0,13.6,1,325,27.78,0,3,17.7,56,20.7,8.3,-0.45370308603134424,0
29.5,0.0,13.3,0,331,28.09,0,0,16.9,52,20.5,6.1,-0.46896519100763184,0
30.2,0.0,11.3,0,308,27.93,0,0,18.0,53,17.7,5.4,-0.48408852163897587,0
31.7,0.0,15.3,1,272,26.31,0,7,18.5,52,19.9,8.6,-0.4990686026885319,0
31.0,0.0,15.3,0,310,27.62,0,0,18.6,53,24.3,10.4,-0.5139010013093103,0
30.3,0.0,17.4,0,341,27.63,0,0,18.3,54,21.3,7.2,-0.5285813283559292,0
29.5,0.0,17.6,0,358,27.4,0,2,18.0,56,25.5,10.8,-0.5431052396834317,0
28.8,0.0,19.2,0,341,27.49,0,0,16.6,52,24.9,7.6,-0.5574684374327892,0
29.1,0.0,19.1,0,319,26.87,0,1,17.8,55,27.1,9.0,-0.5716666713027052,0
29.8,0.0,16.0,1,330,27.0,0,3,18.0,56,21.7,9.4,-0.5856957398073508,0
30.9,0.0,14.4,3,345,26.86,0,10,17.5,52,19.4,9.7,-0.5995514915196489,0
32.1,0.0,15.6,0,8,27.05,0,0,15.6,42,18.9,7.2,-0.6132298262997502,0
32.5,0.0,16.8,0,15,27.1,0,0,14.8,41,20.6,8.3,-0.6267266965083301,0
32.5,0.0,13.5,0,1,27.14,0,1,14.5,38,20.4,9.7,-0.6400381082043503,0
31.4,0.0,14.0,0,331,27.03,0,0,16.7,48,20.5,9.0,-0.65316012232693,0
31.2,0.0,17.8,0,8,27.03,0,1,16.8,51,22.5,8.6,-0.666088855860977,0
33.0,0.0,19.8,0,58,26.95,0,0,13.4,37,25.6,15.8,-0.6788204829862355,0
30.5,0.0,23.6,1,4,25.96,0,4,17.4,50,32.5,23.8,-0.6913512362094071,0
29.1,0.0,21.1,0,330,26.68,0,0,15.8,49,27.9,11.2,-0.7036774074790128,0
28.8,0.0,15.6,0,329,26.82,0,0,16.1,52,22.6,10.1,-0.7157953492826642,0
29.3,0.0,12.5,1,331,26.62,0,2,15.9,51,17.5,7.9,-0.7277014757264236,0
30.3,0.0,16.2,0,356,26.49,0,0,15.8,48,19.5,9.4,-0.7393922635959241,0
30.1,0.0,17.5,0,347,26.2,0,0,17.1,51,20.9,9.7,-0.7508642533989489,0
29.6,0.0,16.6,2,344,25.89,0,6,16.8,52,20.8,10.4,-0.7621140503891487,0
29.6,0.0,20.6,0,4,25.75,0,2,16.7,53,25.8,9.4,-0.7731383255706026,0
28.9,0.0,18.9,1,350,26.11,0,3,16.2,53,24.8,8.6,-0.7839338166829201,0
28.3,0.0,18.6,1,353,25.83,0,5,16.5,55,24.1,8.3,-0.7944973291665992,0
29.0,0.0,14.3,1,1,26.09,0,2,15.8,52,19.9,8.3,-0.8048257371083452,0
29.5,0.0,13.7,1,355,25.92,0,4,15.4,49,19.3,6.8,-0.8149159841660791,0
29.3,0.0,13.8,1,343,25.86,0,3,15.6,52,19.0,7.6,-0.8247650844733614,0
29.5,0.0,14.8,0,328,26.31,0,0,13.9,47,18.9,4.3,-0.8343701235229538,0
28.9,0.0,16.4,1,316,25.2,0,6,17.5,55,21.0,9.0,-0.8437282590292712,0
28.6,0.0,17.2,3,309,24.81,0,14,18.2,60,25.8,8.6,-0.8528367217694595,0
29.3,0.0,16.2,2,334,22.74,0,27,18.8,58,19.8,6.8,-0.8616928164028522,0
28.7,0.0,16.6,0,331,25.19,0,0,15.6,51,20.8,7.9,-0.8702939222685674,0
27.4,0.0,16.5,0,348,25.62,0,0,15.1,52,21.1,9.0,-0.8786374941610001,0
28.0,0.0,18.1,2,2,24.65,0,6,16.8,57,25.4,9.7,-0.886721063082993,0
27.9,0.0,19.6,3,347,23.88,0,18,17.3,59,24.5,9.4,-0.8945422369764496,0
28.7,0.0,20.7,3,352,23.72,0,32,18.8,61,26.5,13.7,-0.9020987014301837,0
28.3,0.0,19.5,3,351,23.9,0,19,17.7,60,26.8,14.4,-0.9093882203647925,0
27.7,0.0,18.0,2,349,23.94,0,8,17.0,59,25.7,11.2,-0.9164086366943458,0
27.6,0.0,17.9,3,339,23.4,0,15,17.3,60,23.5,13.7,-0.9231578729647039,0
27.2,0.0,17.3,1,332,23.3,0,7,17.6,60,21.8,8.6,-0.9296339319682695,0
26.9,0.0,17.7,2,312,22.12,0,11,17.5,60,24.2,9.4,-0.9358348973349941,0
28.1,0.0,18.8,1,338,22.47,0,15,18.3,61,23.3,8.6,-0.9417589340994617,0
27.2,0.0,19.0,3,327,23.15,0,26,17.2,61,23.6,7.9,-0.9474042892438845,0
26.3,0.0,16.5,1,332,23.37,0,5,15.8,58,21.0,8.3,-0.9527692922168511,0
26.2,0.0,18.2,0,2,23.43,0,0,14.6,53,21.9,7.6,-0.9578523554276669,0
26.5,0.0,19.4,0,37,23.48,0,0,14.4,51,26.0,12.2,-0.9626519747161487,0
26.8,0.0,15.5,0,28,23.58,0,0,15.2,55,22.9,12.6,-0.9671667297977312,0
27.8,0.0,11.4,0,4,23.7,0,0,13.2,50,17.6,9.4,-0.97139528468375,0
29.5,0.0,17.7,0,54,23.48,0,0,11.6,40,22.7,11.9,-0.9753363880767837,0
29.0,0.0,19.4,0,46,23.21,0,0,12.5,39,28.1,16.2,-0.9789888737409319,0
27.8,0.0,20.4,2,28,22.23,0,11,18.1,62,30.5,20.2,-0.9823516608469237,0
26.8,0.0,19.8,0,8,22.51,0,1,16.2,57,24.2,15.1,-0.9854237542919524,0
26.7,0.0,20.3,1,8,20.99,0,9,16.0,56,24.5,11.2,-0.9882042449941422,0
26.5,0.0,20.7,1,16,21.68,0,7,16.3,57,26.0,12.6,-0.9906923101615609,0
25.7,0.0,19.4,0,5,22.41,0,1,15.0,56,26.5,14.4,-0.9928872135356962,0
24.6,0.0,16.3,0,351,22.15,0,2,13.7,55,20.7,8.6,-0.994788305609327,0
24.8,0.0,14.1,0,360,22.1,0,1,14.1,56,19.6,9.0,-0.9963950238187231,0
25.7,0.0,16.1,1,32,22.11,0,4,14.1,54,22.1,10.4,-0.9977068927101168,0
26.4,0.0,15.0,0,40,21.99,0,3,14.4,53,22.6,16.2,-0.9987235240803972,0
26.8,0.0,13.0,0,5,21.4,0,0,15.1,53,19.2,12.2,-0.9994446170919858,0
27.0,0.0,13.1,0,7,21.41,0,0,14.9,53,18.7,10.1,-0.9998699583618592,0
27.0,0.0,15.0,3,359,20.61,0,24,16.0,56,20.2,12.6,-0.9999994220246925,0
27.7,0.0,12.4,2,23,20.6,0,25,14.9,54,20.2,14.0,-0.999832969770105,0
26.4,0.0,16.7,1,344,20.68,0,4,16.5,59,21.8,13.0,-0.9993706508539969,0
25.9,0.0,18.1,1,8,20.76,0,6,16.0,58,22.3,8.3,-0.9986126020839734,0
26.5,0.0,17.5,3,356,18.98,0,69,16.2,59,21.3,11.5,-0.9975590477788613,0
26.2,0.0,15.6,0,325,19.71,0,5,15.5,56,21.0,6.5,-0.9962102997023297,0
24.8,0.0,14.3,1,330,18.19,0,10,15.5,60,19.5,8.6,-0.9945667569706337,0
24.7,0.0,16.0,1,316,18.31,0,10,15.6,61,21.2,9.0,-0.9926289059345095,0
25.1,0.0,16.3,1,343,19.3,0,9,15.1,60,18.3,8.6,-0.9903973200352558,0
25.8,0.0,13.4,0,350,19.58,0,4,12.8,49,18.1,6.5,-0.9878726596350429,0
26.0,0.0,10.4,0,210,19.4,0,1,12.7,50,16.7,9.7,-0.9850556718215013,0
26.3,0.0,15.5,1,261,18.72,0,5,12.4,43,23.2,13.3,-0.981947190186646,0
25.8,0.0,17.1,0,32,19.35,0,2,15.0,57,17.4,7.9,-0.9785481345802031,0
25.9,0.0,20.8,2,32,18.86,0,9,16.4,60,24.2,13.3,-0.9748595108374125,0
25.2,0.0,17.3,3,38,18.7,0,46,16.1,61,25.5,14.0,-0.9708824104813836,0
25.6,0.0,20.7,3,44,17.06,0,32,17.3,64,30.0,21.2,-0.9666180104000972,0
27.0,0.0,19.9,3,49,17.5,0,54,17.5,61,31.5,24.5,-0.9620675724981452,0
27.5,0.0,20.6,3,40,18.07,0,47,17.9,61,29.0,20.9,-0.957232443323312,0
27.1,0.0,17.3,1,38,18.39,0,9,15.4,56,27.3,19.1,-0.9521140536681102,0
26.0,0.0,15.5,1,29,18.15,0,5,14.7,57,23.3,16.6,-0.9467139181463862,0
25.1,0.0,12.4,2,6,18.24,0,13,13.2,54,17.5,9.4,-0.9410336347451197,0
25.1,0.0,14.1,3,4,17.4,0,39,15.6,62,20.6,13.3,-0.9350748843515574,0
24.1,0.0,13.6,3,354,16.75,0,16,15.5,65,18.0,10.4,-0.9288394302558068,0
24.3,0.0,16.7,3,351,15.84,0,35,13.2,56,17.6,6.1,-0.9223291176290545,0
24.1,0.2,15.9,51,26,15.23,1,41,13.0,55,21.5,13.3,-0.9155458729775467,1
24.0,0.0,11.7,1,355,16.77,0,11,10.2,47,16.7,9.4,-0.9084917035725082,0
23.1,0.0,13.7,1,1,17.06,0,3,13.0,59,17.9,9.0,-0.9011686968561569,0
23.4,0.0,15.5,0,47,17.58,0,0,12.4,56,19.1,11.5,-0.8935790198239952,0
23.7,0.0,15.7,0,50,17.52,0,0,12.7,56,22.9,15.8,-0.8857249183835637,0
23.7,0.0,14.6,2,50,17.47,0,13,13.4,58,20.6,11.9,-0.8776087166898392,0
24.0,0.0,13.7,3,41,17.36,0,18,14.0,60,17.2,10.1,-0.8692328164574792,0
23.9,0.0,14.5,3,41,12.97,0,83,14.7,62,20.8,13.3,-0.8605996962501181,0
24.2,0.0,14.2,3,49,14.61,0,65,16.5,68,23.0,16.2,-0.8517119107469189,0
24.8,0.0,17.9,3,47,13.23,0,77,18.2,71,22.1,12.6,-0.8425720899866032,0
26.0,0.1,18.9,51,57,12.19,1,85,16.9,62,20.9,11.2,-0.8331829385891785,1
26.6,0.0,20.9,3,55,15.46,0,68,12.0,43,30.9,23.0,-0.8235472349556007,0
24.7,0.0,20.1,3,35,15.11,0,46,17.6,68,26.7,19.1,-0.8136678304455991,0
24.6,0.0,20.7,3,21,14.41,0,37,16.7,67,28.2,19.4,-0.8035476485339116,0
23.3,0.0,16.4,2,24,14.98,0,22,16.3,68,25.0,17.3,-0.7931896839451843,0
22.3,0.0,12.3,2,356,15.04,0,12,16.2,71,17.3,10.4,-0.7825970017677834,0
20.9,5.4,22.6,61,284,14.53,4,30,14.1,67,28.2,14.4,-0.7717727365467836,1
19.8,0.0,14.6,1,246,15.13,0,14,11.3,61,19.8,11.2,-0.7607200913564104,0
19.9,0.0,21.3,2,288,12.84,0,25,10.9,60,23.2,11.5,-0.7494423368521954,0
20.1,0.0,18.4,3,307,14.0,0,40,9.4,53,23.2,13.0,-0.7379428103031386,0
20.5,0.0,13.2,3,352,13.06,0,69,10.4,55,18.3,10.4,-0.7262249146041543,0
20.1,0.0,10.5,0,19,15.42,0,3,11.5,61,15.0,8.3,-0.7142921172691032,0
20.2,0.0,16.6,3,51,15.49,0,25,11.8,62,22.6,13.0,-0.7021479494046978,0
20.9,0.0,15.3,3,93,13.85,0,98,10.9,60,17.7,6.5,-0.6897960046655887,0
20.2,0.0,15.9,3,191,15.51,0,18,6.0,44,17.1,9.0,-0.6772399381909491,0
19.9,0.0,10.8,3,203,15.07,0,21,5.2,40,17.0,9.4,-0.6644834655228552,0
20.0,0.0,11.6,3,22,14.55,0,79,9.7,55,12.7,6.8,-0.6515303615068021,0
20.9,0.0,12.1,3,49,14.53,0,31,10.7,57,16.5,11.9,-0.6383844591746642,0
20.3,0.0,11.0,3,60,10.99,0,83,11.6,61,15.9,11.2,-0.6250496486104377,0
19.6,0.1,13.5,51,359,12.97,1,25,11.3,61,16.6,7.6,-0.6115298757991053,1
18.6,0.1,18.3,51,311,10.51,1,18,12.8,72,20.7,9.7,-0.5978291414589552,1
17.9,0.0,12.0,2,309,11.64,0,36,11.3,68,14.8,6.5,-0.5839514998576998,0
17.5,0.0,13.0,3,321,10.35,0,42,12.7,75,16.3,7.6,-0.5699010576127624,0
17.4,0.0,10.5,2,301,12.21,0,18,10.9,69,15.9,9.7,-0.5556819724760489,0
18.4,0.0,14.0,1,13,12.19,0,20,10.8,65,16.1,8.3,-0.5412984521036173,0
18.1,0.0,17.1,0,42,13.86,0,4,11.4,69,22.0,11.9,-0.5267547528105542,0
18.9,0.0,11.8,3,55,14.06,0,56,9.5,61,17.1,9.7,-0.5120551783114646,0
18.9,0.0,9.3,3,174,14.46,0,27,5.2,44,14.9,6.5,-0.4972040784469378,0
18.8,0.0,10.6,3,89,11.91,0,58,5.5,46,12.3,8.6,-0.4822058478963526,0
20.5,0.0,8.9,3,62,13.4,0,50,4.4,38,12.0,7.6,-0.46706492487743034,0
20.6,0.0,13.7,3,284,13.27,0,57,4.6,40,15.4,6.1,-0.451785789832884,0
18.8,0.0,23.3,3,278,11.08,0,98,9.7,58,27.7,9.4,-0.4363729641045924,0
17.8,0.0,17.1,3,250,9.06,0,72,7.9,53,22.5,14.0,-0.42083100859565564,0
16.4,0.0,18.4,1,204,13.47,0,5,7.9,59,25.2,16.6,-0.4051645224207563,0
16.7,0.0,20.2,0,230,13.26,0,4,6.9,56,24.2,14.0,-0.3893781415452015,0
16.5,0.0,8.3,3,273,12.61,0,27,8.0,59,13.2,7.9,-0.37347653741307074,0
17.0,0.0,8.0,3,83,12.43,0,61,7.4,56,12.2,9.4,-0.3574644155648614,0
15.2,0.0,29.8,1,237,13.72,0,5,5.1,54,31.6,9.7,-0.34134651424503615,0
14.6,0.0,17.1,3,248,12.0,0,32,3.7,48,22.7,9.7,-0.3251276029999093,0
13.7,0.0,10.0,1,268,13.61,0,4,2.3,49,13.1,4.0,-0.30881248126625377,0
14.1,0.0,14.8,2,278,12.47,0,14,4.4,54,19.9,10.4,-0.29240597695107734,0
15.4,0.0,16.6,3,0,10.06,0,70,9.1,70,19.6,11.2,-0.27591294500296043,0
14.9,0.0,19.9,3,349,9.97,0,65,6.2,58,23.0,8.6,-0.2593382659754056,0
15.3,0.0,13.3,1,337,13.01,0,15,6.1,56,18.6,12.2,-0.2426868445825954,0
14.6,0.0,11.3,3,266,11.2,0,31,7.2,63,13.6,4.7,-0.22596360824801906,0
15.4,0.0,21.2,3,205,13.38,0,19,4.8,52,26.0,11.5,-0.20917350564635637,0
16.3,0.0,23.4,3,205,12.61,0,19,5.1,48,31.4,22.0,-0.19232150523909483,0
15.5,0.0,32.0,2,237,12.99,0,17,4.5,50,45.1,34.6,-0.17541259380427843,0
14.3,0.0,20.6,2,250,11.4,0,21,5.6,57,27.1,12.6,-0.15845177496083632,0
13.9,0.0,17.3,1,199,13.14,0,10,4.6,55,22.9,13.3,-0.14144406768794202,0
14.7,0.0,20.4,1,182,13.45,0,7,1.6,43,28.0,20.5,-0.12439450483979998,0
13.6,0.0,17.8,3,188,9.4,0,40,3.6,51,23.7,4.0,-0.10730813165636247,0
13.9,0.0,16.6,3,336,11.27,0,25,7.6,68,17.8,7.9,-0.09019000427034513,0
15.7,0.0,13.0,2,359,12.67,0,19,9.2,69,17.1,9.0,-0.07304518821104743,0
15.4,0.0,11.0,3,18,13.06,0,29,7.9,64,16.2,8.3,-0.05587875690537313,0
15.2,0.0,9.6,3,11,12.14,0,39,8.4,67,15.4,10.8,-0.03869579017652689,0
15.3,0.0,10.1,2,311,11.53,0,29,6.7,59,12.8,5.4,-0.021501372740813793,0
14.4,0.0,10.6,0,313,13.79,0,0,4.7,55,11.5,4.7,-0.004300592702981974,0
15.2,0.0,8.4,0,343,13.8,0,0,4.6,52,11.8,4.7,0.012901459949419653,0
14.1,0.0,10.2,1,263,14.0,0,7,3.6,53,14.9,5.8,0.017201575418260506,0
13.9,0.0,9.6,0,244,13.84,0,3,5.4,59,14.8,9.4,0.03439806061360801,0
15.4,0.0,10.3,1,25,13.62,0,3,7.8,64,14.2,9.4,0.051584366869408364,0
14.5,0.0,14.3,3,331,12.69,0,19,7.2,65,17.2,6.8,0.06875540848113941,0
13.8,0.0,20.7,3,255,12.23,0,21,7.1,68,23.4,10.1,0.08590610426133272,0
14.4,0.4,33.8,51,224,12.37,1,37,4.7,53,44.3,24.5,0.10303137904317879,1
13.8,0.7,37.5,51,254,11.0,3,52,4.2,53,51.0,28.8,0.1201261651823505,1
13.6,0.7,37.8,51,239,11.54,5,37,4.5,55,45.1,29.9,0.13718540405660057,1
10.3,1.5,26.6,53,295,11.55,5,49,3.9,67,34.7,18.7,0.1542040475626894,1
9.2,0.1,14.1,51,258,11.36,1,36,3.7,70,20.1,5.4,0.17117705961019986,1
10.9,0.0,17.8,3,183,10.8,0,54,3.6,63,21.2,9.0,0.18809941761179758,0
13.5,0.0,10.4,3,165,12.84,0,68,4.3,56,14.1,8.3,0.20496611396949532,0
13.0,0.0,12.6,2,333,14.39,0,11,5.2,64,14.3,5.0,0.22177215755648186,0
14.2,0.0,18.6,0,40,14.57,0,2,7.5,69,23.1,9.7,0.23851257519407648,0
13.9,0.0,22.9,0,51,15.45,0,1,4.3,60,28.7,17.6,0.2551824131233728,0
13.9,0.0,8.5,3,168,12.06,0,89,0.0,45,14.1,10.1,0.2717767384711357,0
15.6,0.0,9.7,3,339,15.32,0,60,1.0,38,14.6,8.3,0.2882906407095177,0
13.8,0.0,10.3,3,7,15.31,0,16,4.5,58,14.1,9.4,0.3047192331091634,0
13.2,0.0,13.6,0,201,15.84,0,0,-1.1,45,18.1,5.0,0.321057654185271,0
14.4,0.0,13.0,0,116,15.69,0,0,-1.0,39,13.0,8.6,0.3373010691361842,0
18.3,0.0,15.3,2,134,15.64,0,10,-2.1,30,21.1,16.6,0.3534446712740877,0
19.0,0.0,18.9,0,230,15.81,0,0,2.6,36,26.7,14.4,0.3694836834473831,0
15.2,0.0,9.5,3,18,15.17,0,42,7.2,65,13.0,8.6,0.38541335945432564,0
16.7,0.0,10.8,3,85,13.76,0,90,3.5,46,14.6,9.7,0.4012289854475009,0
18.9,0.0,14.5,3,228,15.49,0,43,2.2,34,19.2,9.4,0.4169258813287287,0
15.9,0.0,12.5,1,219,14.85,0,11,1.7,43,17.3,8.6,0.4324994021339788,0
14.5,0.0,13.8,3,264,15.07,0,53,-1.7,33,17.0,9.4,0.44794493940789115,0
12.8,0.1,23.9,51,283,14.17,1,38,0.6,45,17.5,4.0,0.4632579225674917,1
13.1,0.0,13.3,3,235,12.86,0,44,4.2,56,17.7,7.9,0.4784338202547012,0
13.4,0.7,24.9,51,268,13.38,4,63,4.3,60,23.8,5.8,0.49346814167723735,1
12.5,2.2,28.0,53,273,10.0,8,57,7.1,71,37.6,16.9,0.5083564379375122,1
13.4,1.0,34.1,51,265,10.82,4,51,6.8,65,37.6,17.6,0.5230943033491326,1
13.0,0.0,12.2,1,230,15.9,0,12,5.4,63,17.2,9.7,0.5376773767406141,0
14.3,0.0,10.7,0,127,17.47,0,0,3.3,53,15.2,11.5,0.5521013427459208,0
16.9,0.0,9.2,3,94,17.39,0,36,2.2,44,13.7,5.8,0.5663619330814524,0
19.5,0.0,21.7,3,182,11.37,0,68,3.8,37,25.7,11.2,0.580454927809098,0
16.2,0.0,30.3,3,246,12.49,0,57,4.3,46,38.3,16.6,0.5943761565849831,0
15.6,0.0,8.8,1,175,17.52,0,3,6.0,56,12.8,4.3,0.6081214998935418,0
15.9,0.0,16.8,3,183,17.76,0,27,4.4,51,21.7,10.4,0.6216868902665479,0
15.2,0.0,13.7,0,311,18.06,0,0,3.4,49,17.7,10.1,0.6350683134867438,0
14.1,0.0,10.2,3,8,16.77,0,59,4.9,58,18.0,12.6,0.6482618097757122,0
13.5,0.0,19.4,1,305,18.61,0,3,1.8,52,19.9,6.5,0.6612634749656386,0
13.1,0.0,10.2,2,358,17.5,0,16,3.8,59,17.2,10.8,0.6740694616546161,0
15.0,0.0,18.5,3,59,16.94,0,76,3.8,51,22.1,10.4,0.6866759803451553,0
16.7,0.0,19.8,3,196,12.63,0,96,1.5,39,23.4,9.7,0.6990793005655562,0
14.7,0.0,24.5,3,259,19.09,0,42,-5.5,26,29.6,13.3,0.7112757519738152,0
13.8,0.0,11.3,0,262,18.63,0,4,1.2,44,17.7,11.2,0.7232617254437388,0
14.3,0.0,11.7,1,347,18.75,0,4,4.8,58,15.0,6.8,0.7350336741329413,0
13.9,0.0,18.7,3,339,17.54,0,22,4.7,58,20.3,7.2,0.746588114532413,0
14.2,0.0,12.5,3,351,17.35,0,30,5.5,60,16.2,5.8,0.7579216274973472,0
15.6,0.0,9.7,3,236,19.48,0,38,2.6,50,16.4,8.3,0.7690308592589181,0
17.5,0.0,15.5,3,92,17.34,0,87,-2.0,30,18.1,3.6,0.7799125224167177,0
19.6,0.0,30.1,3,211,17.2,0,46,-4.4,21,30.6,11.5,0.7905633969115482,0
17.3,0.0,20.7,1,281,18.64,0,5,5.1,46,22.1,11.2,0.8009803309782905,0
16.1,0.0,14.3,2,56,20.09,0,8,6.4,60,19.0,10.1,0.8111602420785621,0
18.8,0.0,16.1,3,57,19.26,0,89,6.2,52,19.6,10.1,0.8211001178128892,0
20.3,0.0,11.5,3,22,20.02,0,53,4.5,39,16.2,6.1,0.8307970168121247,0
17.3,0.0,15.8,3,5,19.8,0,21,8.3,60,21.3,9.4,0.8402480696078469,0
16.2,0.0,16.0,3,347,19.95,0,27,8.0,64,22.8,11.9,0.8494504794814806,0
15.4,0.0,13.0,3,22,20.58,0,32,4.9,54,18.9,7.9,0.8584015232918917,0
19.0,0.0,17.7,3,76,20.52,0,36,3.8,44,26.0,15.1,0.8670985522812081,0
22.7,0.0,24.1,3,221,21.09,0,50,-1.7,22,34.8,23.4,0.8755389928586302,0
17.1,0.0,16.3,3,307,20.53,0,33,7.7,58,22.0,6.5,0.8837203473619977,0
15.3,0.0,17.7,1,348,19.84,0,10,6.8,62,23.8,8.3,0.8916401947968874,0
15.4,0.0,21.6,1,32,21.28,0,9,4.5,54,28.4,10.8,0.8992961915530253,0
15.3,0.0,20.4,3,63,20.02,0,68,-0.6,39,30.2,14.0,0.9066860720977985,0
19.2,0.0,29.1,2,211,22.0,0,12,-0.3,31,30.0,13.3,0.9138076496466615,0
17.1,0.0,12.7,3,309,20.71,0,26,8.4,63,17.8,9.4,0.9206588168102428,0
19.1,0.0,21.7,1,276,20.91,0,5,7.5,53,21.9,5.8,0.9272375462179537,0
22.9,0.0,22.1,3,191,21.92,0,22,5.9,37,26.3,9.0,0.9335418911179212,0
25.9,0.0,30.4,3,189,21.7,0,88,2.1,23,35.2,22.7,0.9395699859530622,0
23.2,0.0,17.6,3,342,22.29,0,37,6.3,37,20.8,10.8,0.945320046913132,0
24.2,0.0,15.5,1,134,22.73,0,2,6.4,40,19.7,11.9,0.9507903724625832,0
27.1,0.0,30.1,3,198,23.03,0,13,1.9,24,39.1,19.1,0.9559793438440766,0
18.0,0.0,18.4,3,330,22.55,0,29,6.3,52,26.9,13.3,0.9608854255574977,0
15.4,0.0,18.8,2,312,21.15,0,11,4.7,52,27.5,10.8,0.9655071658143364,0
15.7,0.0,18.9,3,18,22.23,0,47,3.9,48,24.6,13.0,0.969843196967294,0
16.6,0.0,17.1,3,38,23.42,0,26,4.6,49,27.9,16.6,0.9738922359149924,0
17.9,0.0,17.6,0,49,23.36,0,1,7.4,56,28.2,19.8,0.9776530844816641,0
20.9,0.0,14.7,3,82,23.63,0,58,4.9,43,21.5,9.7,0.981124629771712,0
21.1,0.0,31.1,3,254,23.48,0,16,4.1,34,40.6,14.4,0.984305844499033,0
17.0,0.0,21.9,0,299,24.27,0,0,6.1,53,25.9,11.2,0.9871957872910085,0
16.3,0.0,13.9,0,28,24.26,0,1,5.3,54,20.0,9.0,0.9897936029670716,0
18.3,0.0,14.7,0,59,25.25,0,0,2.7,42,22.5,12.2,0.992098522791769,0
20.3,0.0,31.5,3,233,24.76,0,22,0.9,33,33.5,11.5,0.9941098647022418,0
18.7,0.0,15.3,3,333,24.66,0,13,5.7,49,20.9,6.5,0.9958270335100595,0
20.4,0.0,17.3,1,50,24.76,0,11,3.4,38,22.9,13.3,0.9972495210773451,0
22.1,0.0,17.8,3,46,24.8,0,9,2.3,30,26.3,16.6,0.998376906467142,0
21.5,0.0,20.5,3,58,25.01,0,60,4.4,37,31.0,18.7,0.9992088560679753,0
24.9,0.0,23.6,2,167,24.78,0,20,3.6,36,26.5,15.8,0.9997451236925734,0
